X,Y,OBJECTID,REPORTINGAGENCYid,ReportingAgency,REPORTNUMBER,ACCIDENTDATE,STREETADDRESS,INTERSECTIONWITH,DirOfCollision,RoadGroup,AOTACTUALMILEPOINT,RoadCharacteristics,NonReportableAddress,CITYORTOWNid,CITYORTOWN,EASTING,NORTHING,AOTROUTEid,AOTROUTE,LRSNUMBER,HOWMAPPED,Animal,Impairment,Involving,Weather,DayNight,InjuryType,LOC_ERROR,RDFLNAME,SurfaceCondition,RoadCondition,Route,LATITUDE,LONGITUDE,AOTROADWAYGROUPid
467104.672343749552965,128333.423281250521541,9435,VTVSP0300,VSP - B4 Rutland,18B405797,2018-11-25T22:39:00.000Z,3726 US RT 4,Meadow Lake Drive,"Left Turn and Thru, Broadside v<--",,,Not at a Junction,,1110,Mendon,,,,,,LATLONG,None/Other,Alcohol,None,Rain,Night,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,,43.65449,-72.90779,
441822.000000000931323,278473.000000001862645,9436,VT0070000,Grand Isle CSD,18GIC1799,2018-09-25T12:57:00.000Z,Greenwoods Rd,,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,0701,Alburg,441822,278473,T0011,TOWN ROAD 0011,,XY,None/Other,None,None,Rain,Day,Injury,INVALID LOCATION ROUTE ID,GREENWOODS RD,Water (standing / moving),"Road Surface Condition(wet, icy, snow, slush, etc)",TOWN ROAD 0011,45.00404532,-73.23793919,6
494031.0,195609.000000001862645,9437,VT0120200,Montpelier PD.,18MP008283,2018-11-19T12:39:00.000Z,89 Main St,Hazen Pl,"No Turns, Thru moves only, Broadside ^<",,,Not at a Junction,,1211,Montpelier,494031,195609,,MAIN ST,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,MAIN ST,Dry,None,MAIN ST,44.26069302,-72.57475143,
443653.714687502011657,221103.172656252980232,9438,VT0040100,Burlington PD,18BU026702,2018-11-19T11:31:00.000Z,27 Bright St,Archibald St,Same Direction Sideswipe,Street or Town Highways in FA Urban Area,999.99,Not at a Junction,,0403,Burlington,,,0000,BRIGHT ST,,GEOCODE,None/Other,None,Pedestrian,Cloudy,Day,Injury,INVALID LOCATION ROUTE ID,BRIGHT ST,Wet,None,BRIGHT ST,44.48795904,-73.20837403,5
447913.999999999068677,218039.0,9439,VT0040300,So. Burlington PD.,18SB012308,2018-11-19T14:45:00.000Z,275 Kennedy Dr,Community Bank Parking Lot,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0414,South Burlington,447914,218039,0000,Unknown,,XY,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.4607045,-73.15450992,9
445967,217319,9440,VT0040300,So. Burlington PD.,18SB013434,2018-12-19T16:58:00.000Z,575 Dorset St,Dorset St,"No Turns, Thru moves only, Broadside ^<",,,Not at a Junction,,0414,South Burlington,445967,217319,,DORSET ST,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,DORSET ST,Dry,None,DORSET ST,44.45408249,-73.17889906,
462328.843750001862645,239299.822343753650784,9441,VT0060000,Franklin CSD,18FRC004785,2018-11-21T18:02:00.000Z,Goose Pond,Chafee,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,0604,Fairfax,,,T0039,TOWN ROAD 0039,,GEOCODE,None/Other,None,None,Freezing Precipitation,Night,Property Damage Only,INVALID LOCATION ROUTE ID,GOOSE POND RD,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",TOWN ROAD 0039,44.65292581,-72.97493487,6
,,9442,VT0140500,Woodstock PD.,18WK02166,2018-12-04T16:35:00.000Z,,Woodstock Rd,Other - Explain in Narrative,,,Other - Explain in Narrative,,1424,Woodstock,,,,,,,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,,,,
447442.196875000372529,234397.721875000745058,9443,VT0040600,Milton PD.,18MT009052,2018-12-07T10:20:00.000Z,33 Catamount Dr,Catamount Dr,Other - Explain in Narrative,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0410,Milton,,,0000,Unknown,,GEOCODE,None/Other,None,Heavy Truck,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.60787898,-73.16210414,9
446344.925468750298023,170661.49312499910593,9444,VT0010200,Middlebury PD.,18MB004384,2018-12-28T04:09:00.000Z,Exchange St,Mainelli Road,Same Direction Sideswipe,,,Not at a Junction,,0111,Middlebury,,,,EXCHANGE ST,,GEOCODE,None/Other,None,None,Freezing Precipitation,Night,Property Damage Only,INVALID LOCATION ROUTE ID,EXCHANGE ST,Ice,"Road Surface Condition(wet, icy, snow, slush, etc)",EXCHANGE ST,44.03422927,-73.16937254,
,,9445,VTVSP1100,VSP - B2 Royalton,18B205007,2018-11-19T16:22:00.000Z,,I-89,,,,,,1416,Royalton,,,,,,,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,,,,
443513.000000000931323,216252.0,9446,VT0040300,So. Burlington PD.,18SB013406,2018-12-19T10:44:00.000Z,Shelburne Road at Lindenwood Drive,Linden Wood Drive,Rear End,,,T - Intersection,,0414,South Burlington,443513,216252,,LINDENWOOD DR,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,LINDENWOOD DR,Dry,None,LINDENWOOD DR,44.44429332,-73.20961384,
444791.983906250447035,220189.027500001713634,9447,VT0040100,Burlington PD,18BU022547,2018-09-27T14:47:00.000Z,111 Colchester Ave,UVM MC,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,Unknown,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.47982068,-73.19396746,9
445144.282031250186265,219847.806718753650784,9448,VT0040100,Burlington PD,18BU028302,2018-12-12T02:10:00.000Z,Centennial Field,Parking Lot,Head On,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0403,Burlington,,,0000,CENTENNIAL CT,,GEOCODE,None/Other,None,None,Freezing Precipitation,Night,Property Damage Only,INVALID LOCATION ROUTE ID,CENTENNIAL CT,Snow,None,CENTENNIAL CT,44.47677692,-73.18950321,9
488717.222812499850988,271036.651249999180436,9449,VTVSP0700,VSP - A2 St. Albans,18A205636,2018-11-13T08:14:00.000Z,634 South Richford Road,,Single Vehicle Crash,,,Not at a Junction,,0611,Richford,,,,,,GEOCODE,None/Other,None,None,Freezing Precipitation,Day,Injury,INVALID LOCATION ROUTE ID,,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",,44.9394226,-72.64295196,
516016.000000000931323,227147.00000000372529,9450,VT0030100,Hardwick PD.,18HW001973,2018-10-15T19:42:00.000Z,Hardwick Street,Center Road,Head On,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,0305,Hardwick,516016,227147,T0002,TOWN ROAD 0002,,XY,Deer,None,None,Rain,Night,Property Damage Only,INVALID LOCATION ROUTE ID,,Wet,None,TOWN ROAD 0002,44.54436881,-72.29845567,6
450123.0,242400.000000001862645,9451,VTVSP0100,VSP - A1 Williston,18A104143,2018-09-15T10:50:00.000Z,258 Manley Rd,I- 89,Rear End,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,0410,Milton,450123,242400,T0014,TOWN ROAD 0014,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,MURRAY AVE,Dry,"Road Surface Condition(wet, icy, snow, slush, etc)",TOWN ROAD 0014,44.68007961,-73.12911224,6
445686,218538,9452,VT0040300,So. Burlington PD.,18SB013213,2018-12-14T11:39:00.000Z,155 Dorset St,University Mall,Same Direction Sideswipe,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0414,South Burlington,445686,218538,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.46503107,-73.18255724,9
453883.000000000931323,227310.000000001862645,9453,VT0040200,Essex PD.,18ES07100,2018-11-20T17:53:00.000Z,89 Brigham Hill Road,,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,0406,Essex,453883,227310,T0036,TOWN ROAD 0036,,XY,Deer,None,None,Freezing Precipitation,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",TOWN ROAD 0036,44.54453914,-73.08033494,6
440877.676718750037253,223123.992968751117587,9454,VT0040100,Burlington PD,18BU024881,2018-10-25T17:00:00.000Z,17 Ave B,North Ave,,Street or Town Highways in FA Urban Area,999.99,,,0403,Burlington,,,0000,AVENUE B,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,AVENUE B,,,AVENUE B,44.505922,-73.24350201,5
498739.000000000931323,93198.000000001862645,9455,VT0140200,Springfield PD.,18SF009036,2018-10-17T19:58:00.000Z,Maple St,Gurney Rd,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,1418,Springfield,498739,93198,0000,MAPLE ST,,XY,None/Other,None,None,Clear,Night,Injury,INVALID LOCATION ROUTE ID,MAPLE ST,Dry,None,MAPLE ST,43.33896147,-72.51555093,6
463590.000000001862645,126777.0,9456,VT0110700,Rutland Town PD,18RT00949,2018-11-21T15:09:00.000Z,Post Rd,Post Rd Ext,Head On,,,T - Intersection,,1120,Rutland Town,463590,126777,,POST RD,,XY,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,INVALID LOCATION ROUTE ID,POST RD,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",POST RD,43.64031767,-72.95125381,
504382.923437501303852,83009.547187501564622,9457,VTVSP1600,VSP - B1 Westminster,18B107616,2018-12-19T15:48:00.000Z,Interstate 91 North MM 40.2,Exit 7,Single Vehicle Crash,,,Not at a Junction,,1418,Springfield,,,,INTERSTATE 91,,LATLONG,Deer,None,None,Cloudy,Day,Property Damage Only,INVALID LOCATION ROUTE ID,INTERSTATE 91,Dry,None,INTERSTATE 91,43.24724,-72.44603,
445580.999999999068677,222602.000000001862645,9458,VT0040400,Winooski PD.,18WS005817,2018-09-19T10:06:00.000Z,Tigan St,Weaver St,Same Direction Sideswipe,Street or Town Highways in FA Urban Area,999.99,Parking Lot,,0418,Winooski City,445581,222602,0000,TIGAN ST,,XY,None/Other,None,Heavy Truck,Cloudy,Day,Property Damage Only,INVALID LOCATION ROUTE ID,TIGAN ST,Dry,None,TIGAN ST,44.50159439,-73.18430406,5
482960.000000000931323,219382.000000001862645,9459,VT0080200,Stowe PD.,18ST003840,2018-10-10T15:40:00.000Z,1878 Mountain Rd,Mountain Rd,Other - Explain in Narrative,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0808,Stowe,482960,219382,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.47446531,-72.71417414,9
494841.000000000931323,38860.00000000372529,9460,VT0130200,Brattleboro PD.,18BB08439,2018-10-08T01:01:00.000Z,53 Frost St,,,Street or Town Highways in FA Urban Area,999.99,Not at a Junction,,1302,Brattleboro,494841,38860,0000,Unknown,,XY,None/Other,None,None,,Night,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,42.84981288,-72.56311756,5
452360.0,163623.000000001862645,9461,VT0010200,Middlebury PD.,18MB003862,2018-11-06T05:04:00.000Z,East Main Street,450 East Main Street,Opp Direction Sideswipe,,,Driveway,,0111,Middlebury,452360,163623,,,,XY,None/Other,None,None,Cloudy,Night,Property Damage Only,INVALID LOCATION ROUTE ID,,Wet,None,,43.97129963,-73.09370379,
448464.732968750409782,216330.582499999552965,9462,VTVSP0100,VSP - A1 Williston,18A105775,2018-12-19T13:40:00.000Z,Interstate 89,Whale's Tails SB,Single Vehicle Crash,,,Not at a Junction,,0414,South Burlington,,,,INTERSTATE 89,,LATLONG,None/Other,None,None,Clear,Day,Injury,INVALID LOCATION ROUTE ID,INTERSTATE 89,Dry,None,INTERSTATE 89,44.44537,-73.14742,
487372.0,202244.00000000372529,9463,VTVSP1200,VSP - A3 Middlesex,18A305571,2018-12-02T14:50:00.000Z,Center Road,Brook Rd,Head On,,,Not at a Junction,,1210,Middlesex,487372,202244,,CENTER RD,,XY,None/Other,None,None,Rain,Day,Property Damage Only,INVALID LOCATION ROUTE ID,CENTER RD,,"Road Surface Condition(wet, icy, snow, slush, etc)",CENTER RD,44.32032126,-72.65830399,
447216.000000001862645,219175.000000001862645,9464,VT0040300,So. Burlington PD.,18SB013629,2018-12-24T12:45:00.000Z,Airport Pkwy,White St,Rear End,,,Not at a Junction,,0414,South Burlington,447216,219175,,AIRPORT PKWY,,XY,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,INVALID LOCATION ROUTE ID,AIRPORT PKWY,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",AIRPORT PKWY,44.47087664,-73.16339614,
494937.000000000931323,195260.000000001862645,9465,VT0120200,Montpelier PD.,18MP008737,2018-12-08T15:27:00.000Z,80 College St,Liberty Street,Rear End,,,Not at a Junction,,1211,Montpelier,494937,195260,,COLLEGE ST,,XY,None/Other,None,None,Clear,Day,Injury,INVALID LOCATION ROUTE ID,COLLEGE ST,Dry,None,COLLEGE ST,44.25755894,-72.56340197,
443095.999999999068677,42333.000000001862645,9466,VT0020100,Bennington PD.,18BN07280,2018-09-25T13:29:00.000Z,100 Pleasant Street,Your Bellys Deli,Other - Explain in Narrative,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0202,Bennington,443096,42333,0000,Unknown,,XY,None/Other,None,None,Rain,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Wet,None,Unknown,42.8789756,-73.19651596,9
494502.0,37656.000000001862645,9467,VT0130200,Brattleboro PD.,18BB07824,2018-09-19T00:00:00.000Z,Price Chopper Parking Lot,,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,1302,Brattleboro,494502,37656,0000,Unknown,,XY,None/Other,None,None,,,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,42.83897205,-72.56725328,9
442836.91703125089407,217124.847031252458692,9468,VT0040100,Burlington PD,18BU026525,2018-11-16T12:00:00.000Z,35 Batchelder St,Batchelder St,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,Unknown,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.45209483,-73.21820267,9
580544.000000000931323,279288.000000001862645,9469,VTVSP0800,VSP - A5 Derby,18A503853,2018-10-09T01:18:00.000Z,1731 River Rd,West Rd,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,0506,Canaan,580544,279288,T0001,TOWN ROAD 0001,,XY,None/Other,Alcohol,None,Cloudy,Night,Injury,INVALID LOCATION ROUTE ID,RIVER RD,Wet,None,TOWN ROAD 0001,45.0091928,-71.47827536,6
453521.000000000931323,258033.00000000372529,9470,VT0060100,St. Albans PD.,18SA008806,2018-09-28T18:00:00.000Z,101 LAKE ST,FAMILY DOLLAR,Head On,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0612,St. Albans City,453521,258033,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.82098229,-73.08767852,9
447667.710625000298023,216735.274218751117587,9471,VT0040300,So. Burlington PD.,18SB13122,2018-12-12T14:28:00.000Z,Hinesburg Rd,Tilley Drive,Rear End,,,Four-way Intersection,,0414,South Burlington,,,,HINESBURG RD,,GEOCODE,None/Other,None,None,Clear,Day,Injury,INVALID LOCATION ROUTE ID,HINESBURG RD,Dry,None,HINESBURG RD,44.4489546,-73.15747292,
516167.437031250447035,141650.46781250461936,9472,VT0141000,Norwich PD.,18NW01165,2018-10-27T16:45:00.000Z,1016 New Boston Rd,1016 New Boston Rd,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Driveway,,1411,Norwich,,,T0012,TOWN ROAD 0012,,GEOCODE,None/Other,None,None,Cloudy,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Slush,"Road Surface Condition(wet, icy, snow, slush, etc)",TOWN ROAD 0012,43.77490338,-72.29917708,6
447624.999999999068677,222164.0,9473,VT0040500,Colchester PD.,18CC010389,2018-09-28T18:08:00.000Z,781 COLLEGE PARKWAY,Johnson Avenue,"No Turns, Thru moves only, Broadside ^<","Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0405,Colchester,447625,222164,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.497804,-73.15855867,9
460053.0,94376.000000001862645,9474,VTVSP0300,VSP - B4 Rutland,18B405689,2018-11-20T03:18:00.000Z,U.S Route 7,Mt. Tabor Country Store,Single Vehicle Crash,,,Not at a Junction,,1113,Mt. Tabor,460053,94376,,US ROUTE 7,,XY,None/Other,None,Heavy Truck,Freezing Precipitation,Night,Property Damage Only,INVALID LOCATION ROUTE ID,US ROUTE 7,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",US ROUTE 7,43.34850474,-72.99271193,
446237.000000000931323,218812.0,9475,VT0040300,So. Burlington PD.,18SB013185,2018-12-13T13:20:00.000Z,1205 Williston Rd,White St,Same Direction Sideswipe,,,Not at a Junction,,0414,South Burlington,446237,218812,,,,XY,None/Other,None,None,Cloudy,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Wet,,,44.46753793,-73.17566181,
445667,218775,9476,VT0040300,So. Burlington PD.,18SB011400,2018-10-21T21:31:00.000Z,155 Dorset St,Parking Garage,Other - Explain in Narrative,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0414,South Burlington,445667,218775,0000,Unknown,,XY,None/Other,None,None,Clear,Night,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.46716237,-73.18282085,9
507564.519375001080334,108582.1962499991059,9477,VTVSP1600,VSP - B1 Westminster,18B107714,2018-12-23T11:04:00.000Z,,Mile Marker  57,Single Vehicle Crash,,,Not at a Junction,,1423,Windsor,,,,INTERSTATE 91,,LATLONG,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,INTERSTATE 91,Dry,None,INTERSTATE 91,43.4774,-72.4065,
477754.000000000931323,225235.0,9478,VT0080200,Stowe PD.,18ST004280,2018-11-10T07:37:00.000Z,7598 VT-108,Spruce Peak Rd,Head On,,,Not at a Junction,,0808,Stowe,477754,225235,,MOUNTAIN RD,,XY,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,INVALID LOCATION ROUTE ID,MOUNTAIN RD,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",MOUNTAIN RD,44.52699695,-72.77985903,
469157.000000001862645,188090.000000001862645,9479,VTVSP1200,VSP - A3 Middlesex,18A305838,2018-12-19T07:50:00.000Z,730 VT RTE 17,German Flats Road,Single Vehicle Crash,,,Not at a Junction,,1208,Fayston,469157,188090,,MILL BROOK RD,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,MILL BROOK RD,Other - Explain in Narrative,"Road Surface Condition(wet, icy, snow, slush, etc)",MILL BROOK RD,44.19239597,-72.88580892,
482975.000000000931323,219323.0,9480,VT0080200,Stowe PD.,18ST004529,2018-12-02T05:44:00.000Z,1859 Mountain Road,Luce Hill Road,Single Vehicle Crash,,,Not at a Junction,,0808,Stowe,482975,219323,,,,XY,None/Other,None,None,Rain,Night,Property Damage Only,INVALID LOCATION ROUTE ID,,Slush,"Road Surface Condition(wet, icy, snow, slush, etc)",,44.4739347,-72.71398366,
523329.507500000298023,168057.145156249403954,9481,VTVSP0200,VSP - A4 St. Johnsbury,18A406333,2018-11-16T18:29:00.000Z,4718 South Road,Goose Green Road,Opp Direction Sideswipe,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,0901,Bradford,,,T0004,TOWN ROAD 0004,,LATLONG,None/Other,None,None,,Night,Property Damage Only,INVALID LOCATION ROUTE ID,SOUTH RD,Snow,,TOWN ROAD 0004,44.01238,-72.20906,6
498476.000000001862645,88388.000000001862645,9482,VT0140200,Springfield PD.,18SF008600,2018-09-24T00:00:00.000Z,31 French Meadow Rd,Bisbee Rd,Other - Explain in Narrative,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Parking Lot,,1418,Springfield,498476,88388,T0008,TOWN ROAD 0008,,XY,None/Other,None,None,Rain,,Property Damage Only,INVALID LOCATION ROUTE ID,,Wet,None,TOWN ROAD 0008,43.29566469,-72.51878096,6
439109.501562499441206,224641.377656251192093,9483,VT0040100,Burlington PD,18BU028925,2018-12-19T15:19:00.000Z,Northgate Rd,Parking Lot In Front Of #137,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,NORTHGATE RD,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,NORTHGATE RD,,,NORTHGATE RD,44.51942945,-73.26591485,9
444301.882968750782311,220325.782656252384186,9484,VT0041100,UVM Police,18UV006783,2018-11-13T09:35:00.000Z,2 Colchester Ave #john Dewey,North Prospect Street,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,,,0403,Burlington,,,0000,Unknown,,GEOCODE,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,44.48101372,-73.20014232,9
533933.000000000931323,172124.000000001862645,9485,VTVSP0200,VSP - A4 St. Johnsbury,18A406244,2018-11-13T08:17:00.000Z,7447 Upper Plain,Scott Rd,Single Vehicle Crash,,,Not at a Junction,,0907,Newbury,533933,172124,,ROUTE 5,,XY,None/Other,None,None,Freezing Precipitation,Day,Property Damage Only,INVALID LOCATION ROUTE ID,ROUTE 5,Snow,"Road Surface Condition(wet, icy, snow, slush, etc)",ROUTE 5,44.04856821,-72.07656739,
440380.0,189857.000000001862645,9486,VTVSP0600,VSP - B5 New Haven,18B503907,2018-12-20T07:11:00.000Z,4270 US ROUTE 7,Little Chicago Road,Rear End,,,Not at a Junction,,0105,Ferrisburgh,440380,189857,,US ROUTE 7,,XY,None/Other,Alcohol,None,Cloudy,Day,Property Damage Only,INVALID LOCATION ROUTE ID,US ROUTE 7,Dry,None,US ROUTE 7,44.20651479,-73.24595233,
442234.399062501266599,209915.367343749850988,9487,VT0040700,Shelburne PD.,18SH03325,2018-12-28T11:45:00.000Z,US Route 7,Webster Road,Head On,,,Four-way Intersection,,0413,Shelburne,,,,SHELBURNE RD,,LATLONG,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,SHELBURNE RD,Unknown,None,SHELBURNE RD,44.38717,-73.22497,
442436.000000000931323,44171.0,9488,VT0020100,Bennington PD.,18BN09099,2018-11-29T09:40:00.000Z,112 Northside Drive,McDonalds,Other - Explain in Narrative,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0202,Bennington,442436,44171,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,42.89547057,-73.20478223,9
495562.000000000931323,43151.000000001862645,9489,VT0130200,Brattleboro PD.,18BB07800,2018-09-18T20:36:00.000Z,Exit 3 I 91,,,Ramp or Spur,999.99,Off Ramp,,1302,Brattleboro,495562,43151,0910,I-91,,XY,None/Other,None,None,,Night,Property Damage Only,INVALID LOCATION ROUTE ID,PUTNEY RD,,,I-91,42.88844504,-72.55433039,7
502479.099375000223517,59099.471562501043081,9490,VTVSP1600,VSP - B1 Westminster,18B107529,2018-12-14T16:53:00.000Z,I-91 South MM 24,,Rear End,,,Not at a Junction,,1320,Westminster,,,,INTERSTATE 91,,LATLONG,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,INTERSTATE 91,Dry,None,INTERSTATE 91,43.03202,-72.46958,
495301.000000000931323,42701.000000001862645,9491,VT0130200,Brattleboro PD.,18BB09584,2018-11-15T07:30:00.000Z,1102 Putney Rd,Citgo,,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,1302,Brattleboro,495301,42701,0000,Unknown,,XY,None/Other,None,None,,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,,,Unknown,42.88439258,-72.55752181,9
444750.000000000931323,41418.000000001862645,9492,VT0020100,Bennington PD.,18BN08083,2018-10-25T15:35:00.000Z,63 Gore Road,Bennington Rural Fire,Single Vehicle Crash,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0202,Bennington,444750,41418,0000,Unknown,,XY,None/Other,None,None,Clear,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,42.87086071,-73.17618215,9
514570.0,127998.000000001862645,9493,VT0140300,Hartford PD.,18HF07302,2018-12-18T17:39:00.000Z,RTE 5,Rte's 4 / 14,"Left Turn and Thru, Angle Broadside -->v--",,,Four-way Intersection,,1408,Hartford,514570,127998,,HARTFORD AVE,,XY,None/Other,None,None,Cloudy,Day,Property Damage Only,INVALID LOCATION ROUTE ID,HARTFORD AVE,Dry,None,HARTFORD AVE,43.6520556,-72.31938887,
443515.476562500931323,215663.230312500149012,9494,VT0040300,So. Burlington PD.,18SB012810,2018-12-04T11:45:00.000Z,1080 Shelburne Rd,Goodwill Parking Lot,Other - Explain in Narrative,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0414,South Burlington,,,0000,Unknown,,GEOCODE,None/Other,None,None,Cloudy,Day,Property Damage Only,INVALID LOCATION ROUTE ID,,Dry,None,Unknown,44.43899527,-73.2095186,9
441817.000000000931323,44527.999999998137355,9495,VT0020100,Bennington PD.,18BN07350,2018-09-27T20:14:00.000Z,214 Northside Drive,Price Chopper Parking Lot,Same Direction Sideswipe,"Other Public Roadway (Rest Areas, Shopping Center - anything open to public)",999.99,Parking Lot,,0202,Bennington,441817,44528,0000,Unknown,,XY,None/Other,None,None,Cloudy,Night,Property Damage Only,INVALID LOCATION ROUTE ID,,Wet,None,Unknown,42.89863712,-73.21239735,9
498317.000000000931323,92005.0,9496,VT0140200,Springfield PD.,18SF008699,2018-10-05T06:05:00.000Z,22 Hillside Rd,Overlook Dr,Single Vehicle Crash,"City, Village or Urban Compact Street not in FA Urban Area (Class 2 and 3 Non-Federal Aid)",999.99,Not at a Junction,,1418,Springfield,498317,92005,0000,HILLSIDE RD,,XY,None/Other,None,None,Clear,Night,Property Damage Only,INVALID LOCATION ROUTE ID,HILLSIDE RD,Dry,None,HILLSIDE RD,43.32822212,-72.52075147,6
